,item_sku_id,dc_id,date,quantity,vendibility,original_price,discount
693,21,0,2016-10-29,7.0,1.0,0.00373796724591,8.4381270903
60449,39,2,2016-10-29,12.0,1.0,0.0211276409551,9.21597633136
14414,23,2,2016-10-29,1.0,1.0,0.0108763595449,10.0
35748,28,0,2016-10-29,0.0,0.0,,
45706,9,3,2016-10-29,0.0,1.0,,
27304,2,2,2016-10-29,0.0,1.0,,
46164,36,1,2016-10-29,0.0,1.0,,
26156,36,0,2016-10-29,1.0,1.0,0.237404675584,5.10795155345
27261,39,0,2016-10-29,31.0,1.0,0.0211276409551,9.36863905325
24689,22,2,2016-10-29,1.0,1.0,0.00350043755469,6.78571428571
27260,39,4,2016-10-29,7.0,1.0,0.0211276409551,9.28165680473
48450,26,4,2016-10-29,1.0,1.0,0.0498812351544,9.97493734336
57381,29,1,2016-10-29,0.0,0.0,,
55965,37,2,2016-10-29,21.0,1.0,0.00168771096387,6.37777777778
14796,36,4,2016-10-29,0.0,1.0,,
49570,32,3,2016-10-29,2.0,1.0,0.00236279534942,7.41798941799
38722,29,3,2016-10-29,0.0,0.0,,
33707,8,2,2016-10-29,0.0,0.0,,
8769,27,3,2016-10-29,1.0,1.0,0.0120015001875,9.375
50538,7,0,2016-10-29,92.0,1.0,0.00485935741968,6.5603293028
29078,37,0,2016-10-29,109.0,1.0,0.00167770971371,6.57973174367
36599,6,4,2016-10-30,1.0,1.0,0.0148768596075,10.0
56665,29,0,2016-10-30,0.0,0.0,,
57730,18,1,2016-10-30,2.0,1.0,0.0273784223028,9.54337899543
23070,8,1,2016-10-30,1.0,0.0,0.00121265158145,10.0
27219,27,2,2016-10-30,0.0,1.0,,
67715,32,4,2016-10-30,0.0,1.0,,
22557,21,4,2016-10-30,2.0,1.0,0.00373796724591,9.83277591973
617,37,3,2016-10-30,10.0,1.0,0.00168771096387,6.44444444444
1263,2,4,2016-10-30,0.0,1.0,,
8915,23,1,2016-10-30,0.0,0.0,,
52760,22,2,2016-10-30,2.0,1.0,0.00350043755469,7.14285714286
13498,37,4,2016-10-30,5.0,1.0,0.00168771096387,6.2962962963
55120,17,3,2016-10-30,0.0,1.0,,
65083,39,1,2016-10-30,16.0,1.0,0.0211276409551,9.35325443787
32950,28,4,2016-10-30,0.0,0.0,,
21402,23,3,2016-10-30,0.0,1.0,,
45824,29,3,2016-10-30,0.0,0.0,,
26687,33,1,2016-10-30,0.0,1.0,,
48135,36,3,2016-10-30,0.0,1.0,,
19659,37,0,2016-10-30,44.0,1.0,0.00168771096387,6.58518518519
63636,18,0,2016-10-30,4.0,1.0,0.0273784223028,9.42922374429
53413,22,3,2016-10-30,0.0,1.0,,
71094,39,3,2016-10-30,14.0,1.0,0.0211276409551,9.26627218935
22224,26,4,2016-10-30,1.0,1.0,0.0498812351544,9.97493734336
59477,29,1,2016-10-30,0.0,0.0,,
71064,9,1,2016-10-30,4.0,0.0,0.00173771721465,7.6618705036
61154,21,3,2016-10-30,0.0,1.0,,
46172,36,2,2016-10-30,0.0,1.0,,
1979,28,0,2016-10-30,0.0,0.0,,
59318,18,4,2016-10-30,1.0,1.0,0.0273784223028,9.08675799087
14236,38,4,2016-10-30,5.0,1.0,0.000400050006251,10.0
69732,27,0,2016-10-30,0.0,1.0,,
29490,23,0,2016-10-30,2.0,1.0,0.0108763595449,10.0
41696,17,2,2016-10-30,1.0,1.0,0.00072509063633,10.0
20004,36,0,2016-10-30,1.0,1.0,0.237404675584,5.10268562401
19268,13,1,2016-10-30,12.0,1.0,0.00225028128516,8.63888888889
46100,8,2,2016-10-30,0.0,0.0,,
42371,8,3,2016-10-30,0.0,0.0,,
5032,17,1,2016-10-30,0.0,1.0,,
63817,21,1,2016-10-30,2.0,1.0,0.00373796724591,8.01003344482
25456,7,1,2016-10-30,129.0,1.0,0.00498812351544,5.96741854637
48141,36,1,2016-10-30,0.0,1.0,,
17204,38,3,2016-10-30,0.0,1.0,,
1048,13,2,2016-10-30,8.0,1.0,0.00225028128516,8.77777777778
44019,39,0,2016-10-30,30.0,1.0,0.0211276409551,9.27337278107
34119,2,3,2016-10-30,0.0,1.0,,
14819,18,2,2016-10-30,4.0,1.0,0.0273784223028,9.15525114155
48495,22,0,2016-10-30,2.0,1.0,0.00350043755469,7.32142857143
43634,27,3,2016-10-30,9.0,1.0,0.0120015001875,8.66875
11196,39,4,2016-10-30,5.0,1.0,0.0211276409551,9.34911242604
16677,2,2,2016-10-30,0.0,1.0,,
30248,13,4,2016-10-30,6.0,1.0,0.00225028128516,8.68333333333
39367,32,1,2016-10-30,2.0,1.0,0.00236279534942,7.96825396825
30444,28,1,2016-10-30,0.0,1.0,,
53549,9,2,2016-10-30,0.0,1.0,,
53548,9,0,2016-10-30,0.0,1.0,,
62659,7,3,2016-10-30,49.0,1.0,0.00498812351544,5.96992481203
22667,7,4,2016-10-30,49.0,1.0,0.00494811851481,6.00808489136
32640,26,3,2016-10-30,1.0,1.0,0.0498812351544,9.97493734336
542,7,0,2016-10-30,146.0,1.0,0.00496062007751,6.00050403226
56745,22,1,2016-10-30,6.0,1.0,0.00350043755469,8.15357142857
23964,37,1,2016-10-30,6.0,1.0,0.00168771096387,6.46666666667
43864,33,0,2016-10-30,1.0,1.0,0.0361295161895,10.0
20637,33,3,2016-10-30,1.0,0.0,0.0361295161895,10.0
30754,9,3,2016-10-30,0.0,1.0,,
13361,36,4,2016-10-30,0.0,1.0,,
44161,27,1,2016-10-30,1.0,1.0,0.0120015001875,10.0
43538,26,1,2016-10-30,1.0,1.0,0.0498812351544,9.97493734336
63188,13,0,2016-10-30,17.0,1.0,0.00225028128516,8.67777777778
53202,6,2,2016-10-30,0.0,1.0,,
17742,17,0,2016-10-30,3.0,1.0,0.00072509063633,8.84482758621
24944,2,1,2016-10-30,1.0,1.0,0.00212526565821,5.88235294118
51809,6,0,2016-10-30,0.0,1.0,,
35602,8,0,2016-10-30,1.0,1.0,0.00121265158145,10.0
55642,6,3,2016-10-30,0.0,1.0,,
14636,26,2,2016-10-30,3.0,1.0,0.0498812351544,9.55714285714
21608,28,2,2016-10-30,0.0,1.0,,
36492,32,2,2016-10-30,0.0,1.0,,
29496,23,2,2016-10-30,0.0,1.0,,
32678,22,4,2016-10-30,0.0,1.0,,
54556,21,0,2016-10-30,0.0,1.0,,
48332,13,3,2016-10-30,3.0,1.0,0.00225028128516,8.77777777778
43039,28,3,2016-10-30,0.0,0.0,,
27642,32,3,2016-10-30,0.0,1.0,,
48825,29,2,2016-10-30,0.0,0.0,,
51085,18,3,2016-10-30,7.0,1.0,0.0273784223028,9.38675799087
22209,38,0,2016-10-30,0.0,1.0,,
52283,39,2,2016-10-30,14.0,1.0,0.0211276409551,9.24911242604
56709,26,0,2016-10-30,2.0,1.0,0.0498812351544,9.72431077694
6217,37,2,2016-10-30,10.0,1.0,0.00163145393174,6.75095785441
35141,38,1,2016-10-30,3.0,1.0,0.000400050006251,10.0
61787,6,1,2016-10-30,0.0,0.0,,
11009,32,0,2016-10-30,6.0,1.0,0.00236279534942,7.91005291005
38293,38,2,2016-10-30,0.0,1.0,,
5667,21,2,2016-10-30,4.0,1.0,0.00373796724591,8.91973244147
36760,7,2,2016-10-30,106.0,1.0,0.0049693711714,5.98742138365
9660,2,0,2016-10-30,0.0,1.0,,
41360,33,2,2016-10-30,1.0,1.0,0.0361295161895,9.37716262976
66968,29,3,2016-10-31,0.0,0.0,,
33553,38,2,2016-10-31,4.0,1.0,0.000400050006251,10.0
44095,22,1,2016-10-31,1.0,1.0,0.00350043755469,7.5
5359,6,0,2016-10-31,0.0,1.0,,
35304,39,0,2016-10-31,37.0,1.0,0.0211276409551,9.27692307692
65459,23,0,2016-10-31,2.0,1.0,0.0108763595449,10.0
40194,23,3,2016-10-31,0.0,1.0,,
59577,6,2,2016-10-31,0.0,1.0,,
52078,22,0,2016-10-31,2.0,1.0,0.00350043755469,6.96428571429
7706,2,3,2016-10-31,0.0,1.0,,
51403,13,1,2016-10-31,3.0,1.0,0.00225028128516,8.77777777778
36849,29,2,2016-10-31,0.0,0.0,,
31077,13,2,2016-10-31,3.0,1.0,0.00225028128516,8.77777777778
58093,37,2,2016-10-31,10.0,1.0,0.00168771096387,6.59259259259
15637,32,2,2016-10-31,0.0,1.0,,
44817,7,1,2016-10-31,97.0,1.0,0.00496812101513,6.04177151485
49259,23,2,2016-10-31,0.0,1.0,,
46023,13,0,2016-10-31,14.0,1.0,0.0022240280035,8.65092748735
12107,37,3,2016-10-31,8.0,1.0,0.00168771096387,6.5037037037
46655,26,0,2016-10-31,3.0,1.0,0.0498812351544,9.81629072682
48942,6,3,2016-10-31,1.0,1.0,0.0148768596075,8.73949579832
60547,32,0,2016-10-31,4.0,1.0,0.00236279534942,7.97354497354
50621,39,2,2016-10-31,18.0,1.0,0.0211276409551,9.35621301775
37707,8,3,2016-10-31,0.0,0.0,,
54407,27,2,2016-10-31,0.0,1.0,,
52832,33,1,2016-10-31,2.0,1.0,0.0361295161895,9.80968858131
23752,38,0,2016-10-31,4.0,1.0,0.000400050006251,10.0
24827,38,3,2016-10-31,6.0,1.0,0.000400050006251,10.0
55169,36,1,2016-10-31,0.0,1.0,,
49233,21,4,2016-10-31,2.0,1.0,0.00373796724591,10.0
49733,36,3,2016-10-31,0.0,1.0,,
69788,37,0,2016-10-31,103.0,1.0,0.00168771096387,6.54074074074
21938,2,2,2016-10-31,1.0,1.0,0.00212526565821,10.0
65305,13,4,2016-10-31,2.0,1.0,0.00225028128516,8.77777777778
3784,36,4,2016-10-31,0.0,1.0,,
56455,18,2,2016-10-31,1.0,1.0,0.0273784223028,9.54337899543
48059,7,4,2016-10-31,47.0,1.0,0.00498812351544,6.0350877193
65349,8,1,2016-10-31,0.0,0.0,,
35567,22,2,2016-10-31,1.0,1.0,0.00350043755469,7.14285714286
24287,18,1,2016-10-31,1.0,1.0,0.0273784223028,9.54337899543
2234,32,3,2016-10-31,0.0,1.0,,
15990,27,0,2016-10-31,9.0,1.0,0.0120015001875,9.42083333333
8195,7,2,2016-10-31,105.0,1.0,0.0049693711714,6.10314465409
4810,37,4,2016-10-31,3.0,1.0,0.00168771096387,6.59259259259
50449,17,3,2016-10-31,0.0,1.0,,
21764,32,1,2016-10-31,1.0,1.0,0.00236279534942,10.0
34943,17,2,2016-10-31,3.0,1.0,0.00072509063633,8.27586206897
12380,38,4,2016-10-31,3.0,0.0,0.000400050006251,10.0
22962,28,4,2016-10-31,0.0,0.0,,
39403,21,1,2016-10-31,1.0,1.0,0.00373796724591,6.35451505017
21024,9,4,2016-10-31,1.0,0.0,0.00173771721465,7.12230215827
55719,28,2,2016-10-31,0.0,0.0,,
22956,28,0,2016-10-31,0.0,0.0,,
43748,9,3,2016-10-31,0.0,1.0,,
14936,26,2,2016-10-31,3.0,1.0,0.0498812351544,9.94987468672
58459,22,3,2016-10-31,0.0,1.0,,
18550,28,3,2016-10-31,0.0,0.0,,
10149,9,1,2016-10-31,0.0,0.0,,
1966,22,4,2016-10-31,0.0,1.0,,
17782,39,3,2016-10-31,11.0,1.0,0.0211276409551,9.40828402367
6165,21,3,2016-10-31,0.0,1.0,,
56315,8,2,2016-10-31,0.0,0.0,,
61227,36,2,2016-10-31,0.0,1.0,,
45399,9,0,2016-10-31,0.0,1.0,,
49220,32,4,2016-10-31,0.0,1.0,,
35261,2,1,2016-10-31,0.0,1.0,,
3523,21,0,2016-10-31,5.0,1.0,0.00373796724591,9.20401337793
11955,23,1,2016-10-31,1.0,0.0,0.0108763595449,10.0
7930,17,0,2016-10-31,2.0,1.0,0.00072509063633,10.0
50514,28,1,2016-10-31,0.0,1.0,,
50041,17,1,2016-10-31,0.0,1.0,,
60477,26,1,2016-10-31,3.0,1.0,0.0498812351544,10.0
10714,2,0,2016-10-31,0.0,1.0,,
2888,33,0,2016-10-31,8.0,1.0,0.0361295161895,9.95674740484
42623,29,1,2016-10-31,0.0,0.0,,
9950,26,3,2016-10-31,3.0,1.0,0.0498812351544,9.85789473684
53847,36,0,2016-10-31,0.0,1.0,,
2447,13,3,2016-10-31,8.0,1.0,0.00225028128516,8.77777777778
70563,29,0,2016-10-31,0.0,0.0,,
49983,2,4,2016-10-31,0.0,1.0,,
38592,7,3,2016-10-31,62.0,1.0,0.00498812351544,6.03759398496
54578,6,4,2016-10-31,0.0,1.0,,
10595,37,1,2016-10-31,28.0,1.0,0.00168771096387,6.59259259259
10071,33,3,2016-10-31,0.0,0.0,,
17008,39,1,2016-10-31,22.0,1.0,0.0211276409551,9.39289940828
60661,38,1,2016-10-31,1.0,1.0,0.000400050006251,10.0
31382,33,2,2016-10-31,0.0,1.0,,
24585,9,2,2016-10-31,0.0,1.0,,
10054,18,4,2016-10-31,0.0,1.0,,
12053,27,3,2016-10-31,0.0,1.0,,
13962,21,2,2016-10-31,10.0,1.0,0.00373796724591,8.90635451505
4329,18,0,2016-10-31,4.0,1.0,0.0273784223028,9.17808219178
65899,27,1,2016-10-31,0.0,1.0,,
16667,6,1,2016-10-31,0.0,0.0,,
25898,26,4,2016-10-31,0.0,1.0,,
42381,18,3,2016-10-31,1.0,1.0,0.0273784223028,9.08675799087
14876,7,0,2016-10-31,141.0,1.0,0.00484685585698,6.21356719113
29915,8,0,2016-10-31,2.0,1.0,0.00121265158145,10.0
36450,39,4,2016-10-31,7.0,1.0,0.0211276409551,9.35917159763
13421,28,3,2016-12-01,0.0,1.0,,
55287,22,3,2016-12-01,0.0,1.0,,
1259,2,1,2016-12-01,2.0,1.0,0.00212526565821,8.23529411765
63346,26,3,2016-12-01,0.0,1.0,,
571,38,2,2016-12-01,0.0,0.0,,
20018,10,2,2016-12-01,7.0,0.0,0.00987623452932,5.05063291139
20334,10,4,2016-12-01,1.0,0.0,0.00987623452932,5.05063291139
55527,22,0,2016-12-01,4.0,1.0,0.00350043755469,7.23214285714
14005,2,2,2016-12-01,0.0,1.0,,
68957,22,1,2016-12-01,0.0,1.0,,
15351,7,2,2016-12-01,74.0,1.0,0.00496062007751,6.51965725806
14849,28,1,2016-12-01,2.0,1.0,0.0112389048631,6.21802002225
51330,29,2,2016-12-01,0.0,0.0,,
2391,9,2,2016-12-01,0.0,1.0,,
66144,21,4,2016-12-01,0.0,1.0,,
27331,17,3,2016-12-01,0.0,1.0,,
17890,32,4,2016-12-01,0.0,1.0,,
67942,7,0,2016-12-01,113.0,1.0,0.00482935366921,6.66321511778
36362,28,0,2016-12-01,0.0,1.0,,
32538,7,3,2016-12-01,33.0,1.0,0.00498812351544,6.49122807018
45325,8,3,2016-12-01,0.0,0.0,,
22885,22,4,2016-12-01,0.0,1.0,,
44069,37,3,2016-12-01,7.0,1.0,0.00168771096387,10.0
35429,38,0,2016-12-01,0.0,0.0,,
32521,28,2,2016-12-01,0.0,1.0,,
67426,2,4,2016-12-01,0.0,1.0,,
54903,33,3,2016-12-01,1.0,1.0,0.0361295161895,9.30795847751
45488,21,2,2016-12-01,7.0,1.0,0.00373796724591,9.47826086957
28239,21,3,2016-12-01,0.0,1.0,,
28704,37,0,2016-12-01,35.0,1.0,0.00168771096387,10.0
46513,10,1,2016-12-01,8.0,0.0,0.00987623452932,4.97215189873
10898,7,4,2016-12-01,32.0,1.0,0.00492686585823,6.55924892159
33737,33,2,2016-12-01,0.0,1.0,,
11738,26,2,2016-12-01,2.0,1.0,0.0498812351544,8.99749373434
24011,7,1,2016-12-01,77.0,1.0,0.00496312039005,6.51889168766
71388,13,3,2016-12-01,8.0,1.0,0.00225028128516,8.77777777778
41664,33,1,2016-12-01,2.0,1.0,0.0361295161895,9.30795847751
8512,39,2,2016-12-01,21.0,1.0,0.0211276409551,8.77692307692
42159,37,1,2016-12-01,16.0,1.0,0.00168771096387,10.0
52535,32,1,2016-12-01,0.0,1.0,,
41190,37,4,2016-12-01,3.0,1.0,0.00168771096387,10.0
48119,39,4,2016-12-01,13.0,1.0,0.0211276409551,8.81656804734
8112,26,1,2016-12-01,3.0,1.0,0.0498812351544,8.99749373434
26075,23,3,2016-12-01,0.0,1.0,,
29781,36,0,2016-12-01,0.0,1.0,,
28506,32,2,2016-12-01,0.0,1.0,,
19075,13,2,2016-12-01,2.0,1.0,0.00225028128516,8.77777777778
33575,26,4,2016-12-01,1.0,1.0,0.0498812351544,8.99749373434
56187,10,0,2016-12-01,12.0,1.0,0.00987623452932,5.05063291139
61080,33,0,2016-12-01,0.0,1.0,,
10533,29,1,2016-12-01,0.0,0.0,,
30378,32,0,2016-12-01,1.0,1.0,0.00236279534942,10.0
39529,17,0,2016-12-01,3.0,1.0,0.00072509063633,9.43103448276
25649,8,2,2016-12-01,0.0,0.0,,
1825,6,1,2016-12-01,0.0,0.0,,
45615,27,2,2016-12-01,13.0,1.0,0.0120015001875,9.23125
46287,38,1,2016-12-01,0.0,0.0,,
61662,28,4,2016-12-01,0.0,1.0,,
28533,29,0,2016-12-01,0.0,0.0,,
48683,17,2,2016-12-01,3.0,1.0,0.00072509063633,8.27586206897
30784,39,0,2016-12-01,53.0,1.0,0.0210788848606,8.82094774924
45676,6,2,2016-12-01,0.0,1.0,,
9720,8,1,2016-12-01,0.0,1.0,,
23247,23,0,2016-12-01,0.0,0.0,,
24979,39,3,2016-12-01,19.0,1.0,0.0211276409551,8.81656804734
70655,18,0,2016-12-01,3.0,1.0,0.0273784223028,9.46712328767
43458,6,4,2016-12-01,0.0,1.0,,
49926,29,3,2016-12-01,0.0,0.0,,
25493,38,3,2016-12-01,0.0,0.0,,
24583,9,0,2016-12-01,5.0,1.0,0.00173771721465,4.71223021583
38450,9,4,2016-12-01,0.0,1.0,,
35619,18,3,2016-12-01,0.0,1.0,,
3569,37,2,2016-12-01,3.0,1.0,0.00168771096387,10.0
8283,13,1,2016-12-01,10.0,1.0,0.00225028128516,8.77777777778
65692,18,2,2016-12-01,1.0,1.0,0.0273784223028,9.54337899543
8410,38,4,2016-12-01,0.0,0.0,,
41490,27,1,2016-12-01,0.0,1.0,,
53614,17,1,2016-12-01,0.0,1.0,,
29204,6,3,2016-12-01,0.0,1.0,,
21839,17,4,2016-12-01,0.0,0.0,,
11043,23,1,2016-12-01,0.0,1.0,,
69946,18,4,2016-12-01,0.0,1.0,,
62630,36,1,2016-12-01,0.0,1.0,,
17497,22,2,2016-12-01,0.0,1.0,,
7380,9,3,2016-12-01,0.0,1.0,,
31801,36,3,2016-12-01,0.0,1.0,,
27288,6,0,2016-12-01,0.0,1.0,,
52353,21,0,2016-12-01,6.0,1.0,0.00373796724591,10.0
40714,26,0,2016-12-01,6.0,1.0,0.0498812351544,8.98070175439
14526,9,1,2016-12-01,1.0,1.0,0.00173771721465,4.24460431655
5069,2,0,2016-12-01,0.0,1.0,,
29553,18,1,2016-12-01,2.0,1.0,0.0273784223028,9.54337899543
41329,8,0,2016-12-01,0.0,1.0,,
1668,23,2,2016-12-01,0.0,0.0,,
19857,13,0,2016-12-01,8.0,1.0,0.00220652581573,8.90651558074
71455,36,4,2016-12-01,0.0,1.0,,
8971,36,2,2016-12-01,0.0,1.0,,
69051,27,3,2016-12-01,5.0,1.0,0.0120015001875,9.16666666667
31458,39,1,2016-12-01,44.0,1.0,0.0211276409551,8.79467455621
68513,13,4,2016-12-01,3.0,1.0,0.00225028128516,8.77777777778
37059,27,4,2016-12-01,0.0,1.0,,
9403,32,3,2016-12-01,0.0,1.0,,
35067,21,1,2016-12-01,1.0,1.0,0.00373796724591,10.0
15138,2,3,2016-12-01,0.0,1.0,,
14221,27,0,2016-12-01,37.0,1.0,0.0120015001875,10.0
55005,18,1,2016-12-02,1.0,1.0,0.0273784223028,9.54337899543
7513,18,3,2016-12-02,2.0,1.0,0.0273784223028,9.54337899543
58688,39,4,2016-12-02,18.0,1.0,0.0211276409551,8.81656804734
42701,22,0,2016-12-02,3.0,1.0,0.00350043755469,8.03571428571
47329,27,3,2016-12-02,0.0,1.0,,
55985,22,1,2016-12-02,0.0,1.0,,
40584,6,0,2016-12-02,1.0,1.0,0.016127015877,10.0
12216,13,0,2016-12-02,19.0,1.0,0.00223027878485,8.80605381166
2430,36,0,2016-12-02,1.0,1.0,0.237404675584,5.26066350711
5931,28,3,2016-12-02,0.0,1.0,,
10505,32,2,2016-12-02,0.0,1.0,,
51803,6,2,2016-12-02,0.0,1.0,,
26452,27,1,2016-12-02,0.0,1.0,,
43768,39,1,2016-12-02,34.0,1.0,0.0211276409551,8.77573964497
7469,21,2,2016-12-02,4.0,1.0,0.00365045630704,10.0
35409,27,4,2016-12-02,0.0,1.0,,
1121,33,1,2016-12-02,1.0,1.0,0.0361295161895,9.30795847751
28991,28,0,2016-12-02,4.0,1.0,0.0080510063758,8.6801242236
68868,13,2,2016-12-02,3.0,1.0,0.00225028128516,8.77777777778
5511,28,4,2016-12-02,0.0,1.0,,
4537,32,0,2016-12-02,0.0,1.0,,
3856,38,0,2016-12-02,0.0,0.0,,
25800,38,1,2016-12-02,0.0,0.0,,
54557,21,0,2016-12-02,3.0,1.0,0.00373796724591,7.56856187291
23850,9,3,2016-12-02,1.0,1.0,0.00173771721465,4.24460431655
390,18,0,2016-12-02,1.0,1.0,0.0273784223028,9.54337899543
41368,33,0,2016-12-02,21.0,1.0,0.0361295161895,9.30795847751
22831,33,3,2016-12-02,0.0,1.0,,
18639,37,0,2016-12-02,19.0,1.0,0.0016414551819,10.0
23554,39,0,2016-12-02,52.0,1.0,0.0211276409551,8.77041420118
44371,9,0,2016-12-02,1.0,1.0,0.00173771721465,4.24460431655
70457,27,2,2016-12-02,15.0,1.0,0.0120015001875,9.16666666667
21251,2,3,2016-12-02,0.0,1.0,,
57048,37,3,2016-12-02,2.0,1.0,0.00168771096387,10.0
36620,2,2,2016-12-02,0.0,1.0,,
61282,28,2,2016-12-02,0.0,1.0,,
15572,26,2,2016-12-02,2.0,1.0,0.0498812351544,8.84711779449
36969,17,3,2016-12-02,0.0,1.0,,
67445,8,0,2016-12-02,2.0,1.0,0.00121265158145,10.0
71549,26,0,2016-12-02,3.0,1.0,0.0498812351544,8.83884711779
69237,21,1,2016-12-02,1.0,1.0,0.00373796724591,10.0
8756,7,0,2016-12-02,126.0,1.0,0.0048381047631,6.65374677003
35807,26,3,2016-12-02,27.0,1.0,,
55843,8,2,2016-12-02,2.0,1.0,0.00121265158145,10.0
66536,9,2,2016-12-02,1.0,1.0,0.00173771721465,4.24460431655
1650,21,4,2016-12-02,0.0,1.0,,
14799,36,2,2016-12-02,0.0,1.0,,
52299,36,4,2016-12-02,0.0,1.0,,
48086,38,4,2016-12-02,0.0,0.0,,
59308,8,3,2016-12-02,0.0,1.0,,
37915,26,4,2016-12-02,2.0,1.0,0.0498812351544,8.99749373434
53750,22,2,2016-12-02,2.0,1.0,0.00350043755469,6.67857142857
27335,17,4,2016-12-02,0.0,0.0,,
41594,21,3,2016-12-02,3.0,1.0,0.00373796724591,7.34782608696
24721,29,0,2016-12-02,0.0,0.0,,
22038,2,4,2016-12-02,0.0,1.0,,
34997,36,1,2016-12-02,0.0,1.0,,
37772,17,2,2016-12-02,1.0,1.0,0.00072509063633,8.27586206897
46912,18,2,2016-12-02,0.0,1.0,,
24804,27,0,2016-12-02,51.0,1.0,0.0120015001875,9.234375
9383,10,4,2016-12-02,0.0,0.0,,
1340,38,2,2016-12-02,0.0,0.0,,
47935,18,4,2016-12-02,0.0,1.0,,
40887,10,2,2016-12-02,0.0,0.0,,
47070,32,1,2016-12-02,0.0,1.0,,
25066,10,1,2016-12-02,0.0,0.0,,
25653,8,1,2016-12-02,0.0,1.0,,
39572,33,2,2016-12-02,3.0,1.0,0.0361295161895,9.30795847751
2805,32,4,2016-12-02,0.0,1.0,,
53813,9,1,2016-12-02,0.0,1.0,,
56420,17,0,2016-12-02,2.0,1.0,0.00072509063633,8.27586206897
51375,2,1,2016-12-02,0.0,1.0,,
19531,2,0,2016-12-02,0.0,1.0,,
47062,10,0,2016-12-02,0.0,1.0,,
22586,26,1,2016-12-02,0.0,1.0,,
40091,37,2,2016-12-02,12.0,1.0,0.00168771096387,10.0
16887,22,3,2016-12-02,1.0,1.0,0.00350043755469,7.05
15236,37,1,2016-12-02,1.0,1.0,0.00168771096387,10.0
71624,29,3,2016-12-02,0.0,0.0,,
32679,22,4,2016-12-02,1.0,1.0,0.00350043755469,10.0
450,9,4,2016-12-02,0.0,1.0,,
27617,38,3,2016-12-02,0.0,0.0,,
56881,17,1,2016-12-02,0.0,1.0,,
5259,7,4,2016-12-02,31.0,1.0,0.00498812351544,6.49122807018
36628,13,1,2016-12-02,1.0,1.0,0.00225028128516,8.77777777778
33072,23,2,2016-12-02,0.0,0.0,,
59087,29,1,2016-12-02,0.0,0.0,,
17726,13,3,2016-12-02,3.0,1.0,0.00225028128516,8.77777777778
55432,7,3,2016-12-02,42.0,1.0,0.00489436179522,6.59514687101
52764,6,4,2016-12-02,0.0,1.0,,
27869,32,3,2016-12-02,0.0,1.0,,
42922,29,2,2016-12-02,0.0,0.0,,
51503,39,2,2016-12-02,17.0,1.0,0.0211276409551,8.81656804734
35961,6,3,2016-12-02,0.0,1.0,,
43723,23,1,2016-12-02,0.0,1.0,,
65817,37,4,2016-12-02,2.0,1.0,0.00168771096387,10.0
2273,23,0,2016-12-02,1.0,1.0,0.0108763595449,10.0
62654,7,2,2016-12-02,71.0,1.0,0.00493311663958,6.55093765839
55344,6,1,2016-12-02,1.0,0.0,0.016127015877,10.0
66169,23,3,2016-12-02,1.0,1.0,0.0108763595449,10.0
4030,13,4,2016-12-02,3.0,1.0,0.00225028128516,8.77777777778
9898,7,1,2016-12-02,55.0,1.0,0.00495186898362,6.5311789952
40338,39,3,2016-12-02,19.0,1.0,0.0211276409551,8.81656804734
63403,28,1,2016-12-02,3.0,1.0,0.0112389048631,6.21802002225
4445,36,3,2016-12-02,0.0,1.0,,
58192,23,3,2016-12-03,1.0,1.0,0.0108763595449,10.0
45951,38,2,2016-12-03,0.0,0.0,,
14372,32,3,2016-12-03,0.0,1.0,,
44399,36,4,2016-12-03,0.0,1.0,,
41691,17,3,2016-12-03,0.0,1.0,,
6218,37,2,2016-12-03,14.0,1.0,0.00168771096387,10.0
38426,2,0,2016-12-03,1.0,1.0,0.00212526565821,6.47058823529
64773,32,4,2016-12-03,0.0,1.0,,
26892,26,4,2016-12-03,2.0,0.0,0.0498812351544,8.99749373434
17608,29,3,2016-12-03,0.0,0.0,,
56107,38,4,2016-12-03,0.0,0.0,,
10675,27,2,2016-12-03,0.0,1.0,,
20164,37,3,2016-12-03,3.0,1.0,0.00168771096387,10.0
36478,10,1,2016-12-03,0.0,0.0,,
56966,28,4,2016-12-03,0.0,1.0,,
5158,33,0,2016-12-03,0.0,1.0,,
70196,10,2,2016-12-03,0.0,0.0,,
39052,9,1,2016-12-03,2.0,1.0,0.00173771721465,3.92086330935
68126,8,1,2016-12-03,1.0,1.0,0.00121265158145,10.0
9663,2,2,2016-12-03,1.0,1.0,0.00212526565821,10.0
65720,6,0,2016-12-03,0.0,1.0,,
60363,18,2,2016-12-03,3.0,1.0,0.0273784223028,9.54337899543
17780,39,2,2016-12-03,17.0,1.0,0.0211276409551,8.72958579882
14393,21,2,2016-12-03,2.0,1.0,0.00373796724591,8.17725752508
41409,9,3,2016-12-03,0.0,1.0,,
35408,27,3,2016-12-03,0.0,1.0,,
28534,29,0,2016-12-03,0.0,0.0,,
14142,32,0,2016-12-03,2.0,1.0,0.00236279534942,10.0
48782,22,4,2016-12-03,2.0,1.0,0.00350043755469,10.0
67937,28,2,2016-12-03,0.0,1.0,,
9042,17,1,2016-12-03,0.0,1.0,,
62705,10,0,2016-12-03,1.0,1.0,0.00987623452932,7.46835443038
19727,7,4,2016-12-03,46.0,1.0,0.00498812351544,6.02255639098
63605,36,0,2016-12-03,1.0,1.0,0.237404675584,5.26066350711
