,item_sku_id,dc_id,date,quantity,vendibility,original_price,discount,item_first_cate_cd,item_second_cate_cd,item_third_cate_cd,brand_code
17455,18,4,2017-12-18,2.0,1.0,0.0273784223028,10.0,1,3,11,39
9302,16,5,2017-12-18,0.0,0.0,,,1,5,21,534
7429,13,4,2017-12-18,5.0,1.0,0.0021952744093,8.99772209567,7,29,149,518
59830,23,2,2017-12-19,0.0,1.0,,,7,30,170,958
44733,38,0,2017-12-19,0.0,1.0,,,7,31,175,874
52058,11,4,2017-12-19,0.0,1.0,,,7,30,540,1264
13634,12,4,2017-12-19,2.0,1.0,0.00612576572072,8.75510204082,7,31,151,367
54010,29,3,2017-12-19,0.0,1.0,,,7,29,148,1450
53173,29,5,2017-12-19,0.0,1.0,,,7,29,148,1450
71511,15,4,2017-12-19,2.0,1.0,0.0336292036505,9.6282527881,1,5,21,285
66769,34,1,2017-12-19,0.0,1.0,,,7,30,166,207
22854,14,1,2017-12-19,0.0,1.0,,,7,29,149,749
63032,26,1,2017-12-19,4.0,1.0,0.0790936367046,8.9330930817,1,3,6,332
22370,33,1,2017-12-19,3.0,0.0,0.0373796724591,6.95652173913,1,4,18,588
67936,35,4,2017-12-19,0.0,1.0,,,1,7,32,158
71638,15,3,2017-12-19,5.0,1.0,0.0336292036505,9.6282527881,1,5,21,285
70450,22,1,2017-12-19,0.0,1.0,,,7,29,144,485
45951,20,2,2017-12-19,39.0,1.0,0.000250031253907,5.0,7,30,539,1143
19310,18,3,2017-12-19,3.0,1.0,0.0273784223028,10.0,1,3,11,39
71281,22,2,2017-12-19,0.0,1.0,,,7,29,144,485
31717,36,2,2017-12-19,0.0,1.0,,,1,5,21,284
20885,33,5,2017-12-19,1.0,0.0,0.0373796724591,6.95652173913,1,4,18,588
48544,32,0,2017-12-19,0.0,1.0,,,7,30,168,400
65198,37,3,2017-12-19,41.0,1.0,0.00133516689586,7.52808988764,7,29,149,148
43841,38,2,2017-12-19,0.0,0.0,,,7,31,175,874
13324,12,0,2017-12-19,23.0,1.0,0.00612576572072,8.75510204082,7,31,151,367
17742,18,2,2017-12-19,7.0,1.0,0.0273784223028,10.0,1,3,11,39
39758,30,1,2017-12-19,0.0,1.0,,,7,29,144,1125
55140,21,3,2017-12-19,1.0,1.0,0.00373796724591,8.99665551839,1,4,52,399
32513,25,0,2017-12-19,1.0,1.0,0.00600075009376,8.10416666667,7,30,170,783
25396,40,0,2017-12-19,0.0,1.0,,,1,4,13,1069
58071,23,4,2017-12-19,0.0,1.0,,,7,30,170,958
59767,23,5,2017-12-19,2.0,1.0,0.0100537567196,10.0,7,30,170,958
59851,23,3,2017-12-19,0.0,1.0,,,7,30,170,958
9873,19,0,2017-12-19,19.0,1.0,0.0123765470684,9.49494949495,1,4,14,738
56432,21,0,2017-12-19,8.0,1.0,0.00373796724591,9.29431438127,1,4,52,399
6436,13,0,2017-12-19,17.0,1.0,0.00222902862858,8.83903533371,7,29,149,518
58830,23,0,2017-12-19,3.0,1.0,0.0108763595449,10.0,7,30,170,958
26964,39,2,2017-12-19,20.0,1.0,0.0198774846856,7.5786163522,1,5,21,738
13763,12,3,2017-12-19,9.0,1.0,0.00612576572072,8.75510204082,7,31,151,367
42818,27,4,2017-12-19,0.0,0.0,,,1,7,32,538
8700,13,5,2017-12-19,1.0,1.0,0.00225028128516,8.77777777778,7,29,149,518
35194,28,3,2017-12-19,4.0,0.0,0.0112389048631,4.99443826474,1,4,18,648
71480,15,2,2017-12-19,4.0,1.0,0.0336292036505,9.6282527881,1,5,21,285
71616,15,1,2017-12-19,5.0,1.0,0.0336292036505,9.6282527881,1,5,21,285
69977,22,4,2017-12-19,0.0,1.0,,,7,29,144,485
33196,25,2,2017-12-19,0.0,1.0,,,7,30,170,783
70962,22,0,2017-12-19,1.0,1.0,0.00350043755469,10.0,7,29,144,485
53216,29,1,2017-12-19,0.0,0.0,,,7,29,148,1450
52612,29,0,2017-12-19,1.0,1.0,,,7,29,148,1450
39602,30,3,2017-12-19,0.0,1.0,,,7,29,144,1125
10761,19,5,2017-12-19,0.0,1.0,,,1,4,14,738
59094,23,1,2017-12-19,0.0,1.0,,,7,30,170,958
68228,35,5,2017-12-19,0.0,1.0,,,1,7,32,158
9284,16,4,2017-12-19,0.0,1.0,,,1,5,21,534
45146,38,3,2017-12-19,1.0,1.0,0.000437554694337,10.0,7,31,175,874
56097,21,5,2017-12-19,0.0,1.0,,,1,4,52,399
46625,20,5,2017-12-19,9.0,1.0,0.000250031253907,5.0,7,30,539,1143
8535,13,3,2017-12-19,4.0,1.0,0.00225028128516,8.77777777778,7,29,149,518
63821,37,4,2017-12-19,20.0,1.0,0.00109513689211,8.69863013699,7,29,149,148
32938,25,5,2017-12-19,0.0,1.0,,,7,30,170,783
25637,40,4,2017-12-19,0.0,0.0,,,1,4,13,1069
25490,40,2,2017-12-19,1.0,1.0,,,1,4,13,1069
9352,16,1,2017-12-19,2.0,1.0,0.0173771721465,8.56115107914,1,5,21,534
33039,25,1,2017-12-19,0.0,1.0,,,7,30,170,783
36425,28,2,2017-12-19,2.0,0.0,0.0112389048631,4.99443826474,1,4,18,648
48635,32,4,2017-12-19,1.0,1.0,0.00236279534942,8.9417989418,7,30,168,400
14067,12,2,2017-12-19,5.0,1.0,0.00612576572072,8.75510204082,7,31,151,367
46049,20,3,2017-12-19,69.0,1.0,0.000250031253907,5.0,7,30,539,1143
32932,25,3,2017-12-19,0.0,1.0,,,7,30,170,783
9249,16,2,2017-12-19,1.0,1.0,0.0173771721465,8.41726618705,1,5,21,534
71058,22,5,2017-12-19,0.0,1.0,,,7,29,144,485
43006,38,5,2017-12-19,0.0,1.0,,,7,31,175,874
49729,32,1,2017-12-19,0.0,1.0,,,7,30,168,400
32956,25,4,2017-12-19,0.0,1.0,,,7,30,170,783
28073,39,4,2017-12-19,11.0,1.0,0.0198774846856,7.48427672956,1,5,21,738
61472,26,2,2017-12-19,4.0,1.0,0.0823852981623,8.44461305008,1,3,6,332
64910,37,0,2017-12-19,168.0,1.0,0.00124515564446,7.92168674699,7,29,149,148
66362,34,2,2017-12-19,2.0,1.0,0.000487560945118,10.0,7,30,166,207
66137,37,2,2017-12-19,12.0,1.0,0.00182522815352,6.09589041096,7,29,149,148
61448,26,0,2017-12-19,2.0,1.0,0.0823852981623,8.48254931715,1,3,6,332
67790,35,3,2017-12-19,1.0,1.0,0.0018752344043,10.0,1,7,32,158
39499,30,4,2017-12-19,0.0,1.0,,,7,29,144,1125
53777,29,2,2017-12-19,0.0,0.0,,,7,29,148,1450
7758,13,2,2017-12-19,75.0,1.0,0.00225028128516,8.77777777778,7,29,149,518
61189,26,3,2017-12-19,0.0,1.0,,,1,3,6,332
53143,29,4,2017-12-19,0.0,0.0,,,7,29,148,1450
40069,27,3,2017-12-19,0.0,0.0,,,1,7,32,538
7859,13,1,2017-12-19,8.0,1.0,0.00225028128516,8.77777777778,7,29,149,518
49126,32,2,2017-12-19,2.0,1.0,0.00236279534942,10.0,7,30,168,400
51936,11,5,2017-12-19,0.0,1.0,,,7,30,540,1264
41714,27,1,2017-12-19,0.0,0.0,,,1,7,32,538
7751,13,4,2017-12-19,3.0,1.0,0.00225028128516,8.77777777778,7,29,149,518
68361,35,0,2017-12-19,12.0,1.0,0.00187773471684,10.0,1,7,32,158
12013,17,2,2017-12-19,2.0,1.0,0.00072509063633,5.0,7,29,144,394
60662,26,5,2017-12-19,0.0,1.0,,,1,3,6,332
12938,17,4,2017-12-19,0.0,1.0,,,7,29,144,394
9370,16,5,2017-12-19,1.0,0.0,0.0173771721465,8.56115107914,1,5,21,534
70498,22,3,2017-12-19,1.0,1.0,0.00350043755469,10.0,7,29,144,485
50975,32,3,2017-12-19,2.0,1.0,0.00236279534942,8.9417989418,7,30,168,400
46466,20,0,2017-12-19,26.0,1.0,0.000250031253907,5.0,7,30,539,1143
55199,21,1,2017-12-19,3.0,1.0,0.00373796724591,8.45150501672,1,4,52,399
51470,11,0,2017-12-19,0.0,1.0,,,7,30,540,1264
34972,28,4,2017-12-19,0.0,1.0,,,1,4,18,648
29621,36,0,2017-12-19,5.0,1.0,0.237404675584,3.62295945234,1,5,21,284
65818,37,1,2017-12-19,61.0,1.0,0.001423927991,7.29587357331,7,29,149,148
10207,19,1,2017-12-19,6.0,1.0,0.0123765470684,9.49494949495,1,4,14,738
66658,34,0,2017-12-19,3.0,1.0,0.000487560945118,10.0,7,30,166,207
21404,33,2,2017-12-19,1.0,0.0,0.0373796724591,6.95652173913,1,4,18,588
57135,21,2,2017-12-19,3.0,1.0,0.00373796724591,8.11705685619,1,4,52,399
39101,30,5,2017-12-19,0.0,1.0,,,7,29,144,1125
12239,17,0,2017-12-19,2.0,1.0,0.00072509063633,5.0,7,29,144,394
11141,31,5,2017-12-19,0.0,1.0,,,7,30,166,90
50242,32,5,2017-12-19,0.0,1.0,,,7,30,168,400
67222,34,4,2017-12-19,0.0,1.0,,,7,30,166,207
9390,16,3,2017-12-19,1.0,0.0,0.0173771721465,8.56115107914,1,5,21,534
13347,12,1,2017-12-19,14.0,1.0,0.00612576572072,8.75510204082,7,31,151,367
20541,24,2,2017-12-19,1.0,1.0,0.0137392174022,5.36851683348,7,31,314,1194
9301,16,0,2017-12-19,3.0,1.0,0.0173771721465,8.56115107914,1,5,21,534
39320,30,0,2017-12-19,1.0,1.0,0.00197524690586,3.10126582278,7,29,144,1125
65500,37,5,2017-12-19,8.0,1.0,0.00125515689461,7.86852589641,7,29,149,148
20005,24,0,2017-12-19,2.0,1.0,0.0137392174022,5.36851683348,7,31,314,1194
22713,14,4,2017-12-19,0.0,1.0,,,7,29,149,749
51571,11,3,2017-12-19,0.0,1.0,,,7,30,540,1264
12627,17,3,2017-12-19,2.0,1.0,0.00072509063633,5.0,7,29,144,394
40727,27,5,2017-12-19,0.0,0.0,,,1,7,32,538
11070,31,0,2017-12-19,16.0,1.0,0.00447180897612,8.07939614202,7,30,166,90
35104,28,5,2017-12-19,2.0,1.0,0.0112389048631,4.99443826474,1,4,18,648
22642,14,2,2017-12-19,0.0,1.0,,,7,29,149,749
35862,28,1,2017-12-19,4.0,0.0,0.0112389048631,4.99443826474,1,4,18,648
11418,17,1,2017-12-19,2.0,1.0,0.00072509063633,4.8275862069,7,29,144,394
9911,19,3,2017-12-19,7.0,1.0,0.0123765470684,9.49494949495,1,4,14,738
60324,26,4,2017-12-19,0.0,1.0,,,1,3,6,332
43183,38,1,2017-12-19,0.0,1.0,,,7,31,175,874
67053,34,5,2017-12-19,0.0,1.0,,,7,30,166,207
66849,34,3,2017-12-19,0.0,1.0,,,7,30,166,207
13876,12,5,2017-12-19,1.0,1.0,0.00612576572072,8.75510204082,7,31,151,367
30867,36,5,2017-12-19,0.0,1.0,,,1,5,21,284
30861,36,1,2017-12-19,1.0,1.0,0.237404675584,3.62295945234,1,5,21,284
28832,39,5,2017-12-19,8.0,1.0,0.0198774846856,7.48427672956,1,5,21,738
9946,19,2,2017-12-19,2.0,1.0,0.0123765470684,9.49494949495,1,4,14,738
51541,11,1,2017-12-19,0.0,1.0,,,7,30,540,1264
10948,31,4,2017-12-19,1.0,1.0,0.00361295161895,10.0,7,30,166,90
43738,38,4,2017-12-19,0.0,0.0,,,7,31,175,874
20965,33,0,2017-12-19,10.0,1.0,0.0373796724591,6.95652173913,1,4,18,588
22707,14,3,2017-12-19,0.0,1.0,,,7,29,149,749
11200,31,3,2017-12-19,0.0,1.0,,,7,30,166,90
27870,39,1,2017-12-19,49.0,1.0,0.0198774846856,7.52389937107,1,5,21,738
39164,30,2,2017-12-19,0.0,1.0,,,7,29,144,1125
46359,20,1,2017-12-19,36.0,1.0,0.000250031253907,5.0,7,30,539,1143
25877,40,5,2017-12-19,0.0,1.0,,,1,4,13,1069
68101,35,1,2017-12-19,2.0,1.0,0.0018752344043,10.0,1,7,32,158
51567,11,2,2017-12-19,0.0,1.0,,,7,30,540,1264
46525,20,4,2017-12-19,10.0,1.0,0.000250031253907,5.0,7,30,539,1143
22548,14,5,2017-12-19,0.0,1.0,,,7,29,149,749
19966,24,4,2017-12-19,0.0,1.0,,,7,31,314,1194
12780,17,5,2017-12-19,2.0,1.0,0.00072509063633,5.0,7,29,144,394
11237,31,2,2017-12-19,8.0,1.0,0.00392549068634,9.20382165605,7,30,166,90
20378,24,1,2017-12-19,2.0,1.0,0.0137392174022,5.36851683348,7,31,314,1194
18858,18,5,2017-12-19,2.0,1.0,0.0273784223028,10.0,1,3,11,39
18854,18,4,2017-12-19,1.0,1.0,0.0273784223028,10.0,1,3,11,39
71541,15,5,2017-12-19,1.0,1.0,0.0336292036505,10.0,1,5,21,285
67727,35,2,2017-12-19,6.0,1.0,0.0018752344043,10.0,1,7,32,158
10702,19,4,2017-12-19,1.0,0.0,0.0123765470684,9.49494949495,1,4,14,738
22491,14,0,2017-12-19,1.0,1.0,0.00198774846856,6.85534591195,7,29,149,749
18496,18,1,2017-12-19,3.0,1.0,0.0273784223028,10.0,1,3,11,39
28695,39,0,2017-12-19,57.0,1.0,0.0197699712464,7.55975717718,1,5,21,738
32366,36,3,2017-12-19,1.0,1.0,0.237404675584,3.62295945234,1,5,21,284
20409,24,5,2017-12-19,0.0,1.0,,,7,31,314,1194
40814,27,2,2017-12-19,0.0,0.0,,,1,7,32,538
30888,36,4,2017-12-19,0.0,1.0,,,1,5,21,284
11063,31,1,2017-12-19,2.0,1.0,0.00486310788849,7.4293059126,7,30,166,90
33780,28,0,2017-12-19,3.0,1.0,0.0112389048631,4.99443826474,1,4,18,648
25807,40,1,2017-12-19,2.0,1.0,0.016127015877,7.67441860465,1,4,13,1069
28746,39,3,2017-12-19,13.0,1.0,0.0196462057757,7.65065224308,1,5,21,738
25717,40,3,2017-12-19,0.0,1.0,,,1,4,13,1069
20380,24,3,2017-12-19,0.0,1.0,,,7,31,314,1194
22146,33,4,2017-12-19,3.0,0.0,0.0373796724591,6.95652173913,1,4,18,588
40882,27,0,2017-12-19,7.0,1.0,0.0152519064883,9.67213114754,1,7,32,538
21227,33,3,2017-12-19,1.0,0.0,0.0373796724591,6.95652173913,1,4,18,588
56752,21,4,2017-12-19,1.0,1.0,0.00373796724591,8.99665551839,1,4,52,399
18458,18,0,2017-12-19,6.0,1.0,0.0273784223028,9.92374429224,1,3,11,39
71556,15,0,2017-12-19,10.0,1.0,0.0336292036505,9.6282527881,1,5,21,285
54204,21,2,2017-12-20,1.0,1.0,0.00373796724591,10.0,1,4,52,399
6835,13,3,2017-12-20,1.0,1.0,0.00225028128516,8.77777777778,7,29,149,518
48647,32,0,2017-12-20,2.0,1.0,0.00236279534942,10.0,7,30,168,400
42442,27,3,2017-12-20,2.0,1.0,0.0152519064883,10.0,1,7,32,538
12243,17,4,2017-12-20,0.0,1.0,,,7,29,144,394
25537,40,1,2017-12-20,5.0,1.0,0.016127015877,7.67441860465,1,4,13,1069
20146,24,0,2017-12-20,0.0,1.0,,,7,31,314,1194
46171,20,2,2017-12-20,114.0,1.0,0.000250031253907,5.0,7,30,539,1143
17660,18,0,2017-12-20,8.0,1.0,0.0273784223028,10.0,1,3,11,39
46262,20,1,2017-12-20,39.0,1.0,0.000250031253907,5.0,7,30,539,1143
27993,39,4,2017-12-20,21.0,1.0,0.0198774846856,7.48427672956,1,5,21,738
67851,35,2,2017-12-20,1.0,1.0,0.0018752344043,10.0,1,7,32,158
9371,16,5,2017-12-20,0.0,0.0,,,1,5,21,534
19444,18,1,2017-12-20,1.0,1.0,0.0273784223028,10.0,1,3,11,39
11058,31,4,2017-12-20,2.0,1.0,0.00361295161895,10.0,7,30,166,90
70737,22,1,2017-12-20,0.0,1.0,,,7,29,144,485
22939,14,4,2017-12-20,0.0,1.0,,,7,29,149,749
52061,11,4,2017-12-20,0.0,1.0,,,7,30,540,1264
9841,19,1,2017-12-20,22.0,1.0,0.0123765470684,8.9898989899,1,4,14,738
21163,33,4,2017-12-20,0.0,0.0,,,1,4,18,588
35248,28,5,2017-12-20,1.0,1.0,0.0112389048631,5.10567296997,1,4,18,648
35615,28,4,2017-12-20,0.0,1.0,,,1,4,18,648
59195,23,1,2017-12-20,0.0,1.0,,,7,30,170,958
8886,13,2,2017-12-20,6.0,1.0,0.00225028128516,8.77777777778,7,29,149,518
52980,29,5,2017-12-20,0.0,1.0,,,7,29,148,1450
60527,26,5,2017-12-20,0.0,1.0,,,1,3,6,332
9346,16,3,2017-12-20,2.0,0.0,0.0173771721465,9.1726618705,1,5,21,534
64517,37,2,2017-12-20,21.0,1.0,0.00182522815352,6.50684931507,7,29,149,148
11133,31,1,2017-12-20,0.0,1.0,,,7,30,166,90
13480,12,1,2017-12-20,19.0,1.0,0.00612576572072,8.75510204082,7,31,151,367
39574,30,3,2017-12-20,0.0,1.0,,,7,29,144,1125
66358,34,1,2017-12-20,188.0,1.0,0.000487560945118,2.87179487179,7,30,166,207
22759,14,3,2017-12-20,0.0,1.0,,,7,29,149,749
20361,24,2,2017-12-20,1.0,1.0,0.0137392174022,5.36851683348,7,31,314,1194
61218,26,1,2017-12-20,4.0,1.0,0.0823852981623,8.33080424886,1,3,6,332
33394,25,2,2017-12-20,0.0,1.0,,,7,30,170,783
25450,40,3,2017-12-20,1.0,1.0,0.016127015877,7.67441860465,1,4,13,1069
12935,17,0,2017-12-20,2.0,1.0,0.00072509063633,4.8275862069,7,29,144,394
67560,35,4,2017-12-20,2.0,1.0,0.00178147268409,10.0,1,7,32,158
12932,17,3,2017-12-20,0.0,1.0,,,7,29,144,394
58608,23,5,2017-12-20,0.0,1.0,,,7,30,170,958
52024,11,1,2017-12-20,0.0,1.0,,,7,30,540,1264
43395,38,3,2017-12-20,0.0,1.0,,,7,31,175,874
10217,19,2,2017-12-20,9.0,1.0,0.0123765470684,8.9898989899,1,4,14,738
55491,21,1,2017-12-20,4.0,1.0,0.00372046505813,8.1686827957,1,4,52,399
45651,38,4,2017-12-20,0.0,0.0,,,7,31,175,874
51584,11,2,2017-12-20,0.0,1.0,,,7,30,540,1264
53459,29,3,2017-12-20,0.0,1.0,,,7,29,148,1450
40430,27,5,2017-12-20,0.0,1.0,,,1,7,32,538
19058,18,2,2017-12-20,3.0,1.0,0.0273784223028,9.84794520548,1,3,11,39
59367,23,0,2017-12-20,0.0,1.0,,,7,30,170,958
46029,20,4,2017-12-20,35.0,1.0,0.000250031253907,5.0,7,30,539,1143
22870,14,5,2017-12-20,0.0,1.0,,,7,29,149,749
41680,27,0,2017-12-20,9.0,1.0,0.0152519064883,9.61721311475,1,7,32,538
57079,21,5,2017-12-20,0.0,1.0,,,1,4,52,399
45640,38,2,2017-12-20,0.0,0.0,,,7,31,175,874
14382,12,4,2017-12-20,4.0,1.0,0.00595449431179,9.03842116313,7,31,151,367
13461,12,5,2017-12-20,1.0,1.0,0.00612576572072,8.75510204082,7,31,151,367
64120,37,3,2017-12-20,7.0,1.0,0.00173396674584,6.84931506849,7,29,149,148
55303,21,3,2017-12-20,0.0,1.0,,,1,4,52,399
25645,40,4,2017-12-20,0.0,0.0,,,1,4,13,1069
61851,26,2,2017-12-20,3.0,1.0,0.0823852981623,8.33080424886,1,3,6,332
22481,14,0,2017-12-20,1.0,1.0,0.00198774846856,6.85534591195,7,29,149,749
22795,14,2,2017-12-20,0.0,1.0,,,7,29,149,749
18053,18,3,2017-12-20,2.0,1.0,0.0273784223028,10.0,1,3,11,39
35156,28,3,2017-12-20,1.0,0.0,0.0112389048631,5.10567296997,1,4,18,648
21941,33,1,2017-12-20,2.0,0.0,0.0373796724591,7.15719063545,1,4,18,588
9381,16,4,2017-12-20,1.0,1.0,0.0173771721465,9.28057553957,1,5,21,534
52769,29,0,2017-12-20,0.0,1.0,,,7,29,148,1450
53555,29,2,2017-12-20,0.0,0.0,,,7,29,148,1450
63620,37,1,2017-12-20,52.0,1.0,0.00110263782973,8.99092970522,7,29,149,148
31354,36,1,2017-12-20,0.0,1.0,,,1,5,21,284
71456,22,2,2017-12-20,0.0,1.0,,,7,29,144,485
39341,30,2,2017-12-20,0.0,1.0,,,7,29,144,1125
19901,24,3,2017-12-20,3.0,1.0,0.0104050506313,7.96227321879,7,31,314,1194
61256,26,0,2017-12-20,9.0,1.0,0.0823852981623,8.33080424886,1,3,6,332
42770,27,2,2017-12-20,10.0,1.0,0.0152519064883,9.4262295082,1,7,32,538
33484,28,0,2017-12-20,2.0,1.0,0.0112389048631,5.05005561735,1,4,18,648
68094,35,0,2017-12-20,8.0,1.0,0.0018752344043,10.0,1,7,32,158
63250,37,5,2017-12-20,7.0,1.0,0.00143392924116,7.46294681779,7,29,149,148
70391,22,3,2017-12-20,1.0,1.0,0.00350043755469,10.0,7,29,144,485
20329,24,4,2017-12-20,0.0,1.0,,,7,31,314,1194
32803,25,3,2017-12-20,0.0,1.0,,,7,30,170,783
71651,15,4,2017-12-20,3.0,1.0,0.0336292036505,9.75204460967,1,5,21,285
33178,25,1,2017-12-20,0.0,1.0,,,7,30,170,783
42493,27,4,2017-12-20,0.0,0.0,,,1,7,32,538
67739,35,3,2017-12-20,0.0,1.0,,,1,7,32,158
39426,30,1,2017-12-20,0.0,1.0,,,7,29,144,1125
39863,30,0,2017-12-20,0.0,1.0,,,7,29,144,1125
9243,16,1,2017-12-20,2.0,1.0,0.0173771721465,9.28057553957,1,5,21,534
7697,13,4,2017-12-20,7.0,1.0,0.00225028128516,8.77777777778,7,29,149,518
32727,25,0,2017-12-20,0.0,1.0,,,7,30,170,783
69910,22,4,2017-12-20,3.0,1.0,0.00350043755469,7.52857142857,7,29,144,485
67682,35,1,2017-12-20,2.0,1.0,0.0018752344043,10.0,1,7,32,158
54824,21,4,2017-12-20,1.0,1.0,0.00373796724591,6.35451505017,1,4,52,399
71641,15,1,2017-12-20,7.0,1.0,0.0336292036505,9.8936802974,1,5,21,285
19674,24,1,2017-12-20,3.0,1.0,0.0137392174022,5.36851683348,7,31,314,1194
21813,33,0,2017-12-20,6.0,1.0,0.0373796724591,7.21304347826,1,4,18,588
49535,32,3,2017-12-20,0.0,1.0,,,7,30,168,400
18277,18,4,2017-12-20,5.0,1.0,0.0273784223028,10.0,1,3,11,39
20824,33,5,2017-12-20,0.0,0.0,,,1,4,18,588
66421,34,3,2017-12-20,93.0,1.0,0.000487560945118,2.5641025641,7,30,166,207
20421,24,5,2017-12-20,0.0,1.0,,,7,31,314,1194
66841,34,2,2017-12-20,71.0,1.0,0.000487560945118,2.5641025641,7,30,166,207
32007,36,5,2017-12-20,0.0,1.0,,,1,5,21,284
64595,37,4,2017-12-20,43.0,1.0,0.000997624703088,9.3984962406,7,29,149,148
11397,17,5,2017-12-20,0.0,1.0,,,7,29,144,394
14300,12,0,2017-12-20,22.0,1.0,0.00612576572072,8.75510204082,7,31,151,367
25582,40,2,2017-12-20,1.0,1.0,0.016127015877,7.67441860465,1,4,13,1069
49355,32,1,2017-12-20,3.0,1.0,0.00236279534942,9.2962962963,7,30,168,400
27434,39,3,2017-12-20,14.0,1.0,0.0198774846856,7.48427672956,1,5,21,738
44059,38,5,2017-12-20,0.0,1.0,,,7,31,175,874
39178,30,4,2017-12-20,0.0,1.0,,,7,29,144,1125
28868,39,2,2017-12-20,30.0,1.0,0.0198774846856,7.48427672956,1,5,21,738
10992,31,3,2017-12-20,2.0,0.0,0.00486310788849,7.4293059126,7,30,166,90
46577,20,5,2017-12-20,3.0,1.0,0.000250031253907,5.0,7,30,539,1143
6945,13,1,2017-12-20,8.0,1.0,0.00225028128516,8.77777777778,7,29,149,518
61174,26,3,2017-12-20,1.0,1.0,0.0823852981623,8.33080424886,1,3,6,332
48607,32,5,2017-12-20,0.0,1.0,,,7,30,168,400
22724,14,1,2017-12-20,0.0,1.0,,,7,29,149,749
11469,17,1,2017-12-20,0.0,1.0,,,7,29,144,394
71481,15,3,2017-12-20,0.0,1.0,,,1,5,21,285
10831,31,5,2017-12-20,0.0,1.0,,,7,30,166,90
69569,22,5,2017-12-20,3.0,1.0,0.00350043755469,10.0,7,29,144,485
49464,32,4,2017-12-20,0.0,1.0,,,7,30,168,400
7031,13,0,2017-12-20,4.0,1.0,0.00225028128516,8.77777777778,7,29,149,518
30840,36,2,2017-12-20,0.0,1.0,,,1,5,21,284
39690,30,5,2017-12-20,0.0,1.0,,,7,29,144,1125
40165,27,1,2017-12-20,0.0,1.0,,,1,7,32,538
43828,38,0,2017-12-20,0.0,1.0,,,7,31,175,874
51975,11,0,2017-12-20,0.0,1.0,,,7,30,540,1264
6509,13,5,2017-12-20,1.0,1.0,0.00225028128516,8.77777777778,7,29,149,518
32692,25,4,2017-12-20,0.0,1.0,,,7,30,170,783
24895,40,0,2017-12-20,3.0,1.0,0.016127015877,7.67441860465,1,4,13,1069
46337,20,3,2017-12-20,71.0,1.0,0.000250031253907,5.0,7,30,539,1143
30303,36,4,2017-12-20,0.0,1.0,,,1,5,21,284
62546,26,4,2017-12-20,0.0,1.0,,,1,3,6,332
71582,15,0,2017-12-20,4.0,1.0,0.0336292036505,9.72118959108,1,5,21,285
27535,39,1,2017-12-20,39.0,1.0,0.0198774846856,7.48427672956,1,5,21,738
9856,19,3,2017-12-20,22.0,1.0,0.0123765470684,8.9898989899,1,4,14,738
20871,33,3,2017-12-20,2.0,0.0,0.0373796724591,6.97324414716,1,4,18,588
57360,23,2,2017-12-20,0.0,1.0,,,7,30,170,958
28912,39,5,2017-12-20,17.0,1.0,0.0198774846856,7.48427672956,1,5,21,738
35097,28,2,2017-12-20,2.0,0.0,0.0112389048631,5.05005561735,1,4,18,648
55633,21,0,2017-12-20,7.0,1.0,0.00373796724591,9.05016722408,1,4,52,399
25744,40,5,2017-12-20,0.0,1.0,,,1,4,13,1069
9721,19,4,2017-12-20,6.0,1.0,0.0123765470684,8.9898989899,1,4,14,738
64403,37,0,2017-12-20,123.0,1.0,0.00122390298787,8.2226762002,7,29,149,148
19425,18,5,2017-12-20,0.0,1.0,,,1,3,11,39
51958,11,5,2017-12-20,0.0,1.0,,,7,30,540,1264
31136,36,3,2017-12-20,0.0,1.0,,,1,5,21,284
31098,36,0,2017-12-20,0.0,1.0,,,1,5,21,284
13250,12,2,2017-12-20,10.0,1.0,0.00612576572072,8.75510204082,7,31,151,367
71578,15,2,2017-12-20,9.0,1.0,0.0336292036505,9.87620817844,1,5,21,285
10980,31,2,2017-12-20,2.0,1.0,0.00486310788849,7.4293059126,7,30,166,90
13429,12,3,2017-12-20,2.0,1.0,0.00612576572072,8.75510204082,7,31,151,367
11963,17,2,2017-12-20,0.0,1.0,,,7,29,144,394
59029,23,3,2017-12-20,0.0,1.0,,,7,30,170,958
52846,29,4,2017-12-20,0.0,0.0,,,7,29,148,1450
34744,28,1,2017-12-20,13.0,0.0,0.00700712589074,8.24442462087,1,4,18,648
9271,16,2,2017-12-20,2.0,1.0,0.0173771721465,9.28057553957,1,5,21,534
49863,32,2,2017-12-20,0.0,1.0,,,7,30,168,400
27377,39,0,2017-12-20,118.0,1.0,0.0198037254657,7.53866548829,1,5,21,738
57483,23,4,2017-12-20,4.0,0.0,0.0104650581323,10.0,7,30,170,958
68860,22,0,2017-12-20,0.0,1.0,,,7,29,144,485
9255,16,0,2017-12-20,0.0,1.0,,,1,5,21,534
9816,19,5,2017-12-20,0.0,1.0,,,1,4,14,738
46541,20,0,2017-12-20,69.0,1.0,0.000250031253907,5.0,7,30,539,1143
21488,33,2,2017-12-20,1.0,0.0,0.0373796724591,7.32441471572,1,4,18,588
66744,34,5,2017-12-20,58.0,0.0,0.000487560945118,2.94871794872,7,30,166,207
67303,34,0,2017-12-20,220.0,1.0,0.000487560945118,2.5641025641,7,30,166,207
51565,11,3,2017-12-20,0.0,1.0,,,7,30,540,1264
66607,34,4,2017-12-20,73.0,1.0,0.000487560945118,2.76923076923,7,30,166,207
