LotArea,OverallQual,OverallCond,GrLivArea,FullBath,BedroomAbvGr,GarageCars,SaleCondition,LotShape,GarageType,SalePrice
10839,6,5,1604,2,3,2,Normal,IR1,Attchd,181000
1890,4,7,630,1,1,0,Normal,Reg,NA,81000
10667,7,6,1661,2,3,2,Normal,IR2,Attchd,212000
4400,6,8,1118,1,2,2,Normal,Reg,Detchd,116000
6000,6,7,904,1,2,1,Normal,Reg,Detchd,119000
4280,5,6,694,1,2,1,Normal,Reg,Detchd,90350
12354,6,8,1196,1,3,2,Normal,Reg,Detchd,110000
15431,10,5,2402,2,2,3,Normal,Reg,Attchd,555000
12108,4,4,1440,2,4,0,Normal,Reg,NA,118000
6240,5,7,1573,2,3,2,Normal,Reg,Detchd,162900
3922,7,5,1258,2,2,3,Partial,Reg,Attchd,172500
8750,7,5,1908,2,4,2,Normal,Reg,Attchd,210000
9855,6,5,1689,1,3,2,Normal,Reg,Attchd,127500
16492,6,6,1888,2,2,2,Normal,IR1,Attchd,190000
11214,7,5,1886,2,4,2,Normal,IR1,Attchd,199900
8600,6,6,1376,2,3,1,Normal,Reg,Detchd,119500
6000,3,7,1183,1,2,1,Normal,Reg,Detchd,120000
5684,6,8,813,1,2,1,Normal,Reg,Detchd,110000
70761,7,5,1533,2,2,2,Normal,IR1,Attchd,280000
9303,6,5,1756,2,3,2,Normal,IR1,Attchd,204000
9000,8,5,1590,2,3,2,Normal,Reg,Attchd,210000
9297,5,5,1728,2,4,2,Family,Reg,Detchd,188000
9600,7,6,1242,1,3,2,Normal,Reg,Attchd,175500
4571,5,5,1344,1,4,3,Abnorml,Reg,Detchd,98000
53227,4,6,1663,1,2,2,Normal,IR1,Attchd,256000
5100,8,7,1666,1,3,1,Normal,Reg,Detchd,161000
7015,5,4,1203,1,3,1,Normal,IR1,Detchd,110000
8004,8,5,1935,2,3,2,Partial,IR1,BuiltIn,263435
7200,7,9,1135,1,3,2,Normal,Reg,Detchd,155000
8281,5,5,864,1,3,1,Normal,IR1,Detchd,62383
11988,6,7,1660,1,3,1,Normal,IR1,Detchd,188700
8430,5,5,1040,2,3,0,Normal,Reg,NA,124000
3072,7,5,1414,2,2,2,Normal,Reg,Attchd,178740
10628,7,5,1277,1,2,2,Normal,Reg,Attchd,167000
9480,5,7,1644,1,3,1,Normal,Reg,Attchd,146500
11428,8,5,1634,2,3,3,Normal,IR1,Attchd,250000
9291,6,5,1710,2,3,2,Normal,IR1,Attchd,187000
6820,8,5,1502,1,1,2,Normal,IR1,Attchd,212000
11952,7,6,1969,2,3,2,Normal,Reg,Attchd,190000
3675,6,5,1072,1,2,2,Normal,Reg,Basment,148000
14977,8,5,1976,2,2,3,Partial,IR1,Attchd,440000
5330,8,5,1652,2,2,2,Normal,Reg,Attchd,251000
8480,5,6,970,1,2,2,Normal,Reg,Detchd,132500
13125,6,5,1493,2,3,2,Normal,Reg,Attchd,208900
13693,9,5,2643,2,3,3,Normal,Reg,BuiltIn,380000
10637,8,5,1718,2,3,3,Normal,Reg,Attchd,297000
5925,4,7,1131,1,2,2,Alloca,Reg,Detchd,89471
16033,9,5,1850,2,3,3,Normal,IR1,Attchd,326000
11846,9,5,1792,2,2,3,Normal,IR1,Attchd,374000
2500,7,8,1826,1,4,1,Normal,Reg,Attchd,155000
4500,6,5,1216,2,2,2,Normal,Reg,Attchd,164000
7758,5,7,999,1,3,1,Normal,IR1,Detchd,132500
9600,5,7,1113,1,3,1,Normal,Reg,Attchd,147000
10289,5,7,1073,1,3,2,Normal,Reg,Attchd,156000
12243,5,6,1484,2,3,2,Normal,IR1,Attchd,175000
10800,5,4,2414,2,3,2,Normal,Reg,Attchd,160000
1526,4,8,630,1,1,1,Normal,Reg,Attchd,86000
2665,5,6,1304,1,3,1,Normal,Reg,BuiltIn,115000
9490,6,7,1578,1,3,1,Normal,Reg,Attchd,133000
15578,6,5,1456,2,3,2,Partial,IR1,Attchd,172785
7931,5,6,1269,1,3,1,Normal,Reg,Detchd,155000
5784,5,8,886,1,2,1,Normal,Reg,Attchd,91300
7879,4,5,720,1,2,0,Abnorml,Reg,NA,34900
12692,8,5,3228,3,4,2,Normal,IR1,Attchd,430000
9120,7,6,1820,2,4,1,Normal,Reg,Detchd,184000
7800,5,7,899,1,3,1,Normal,Reg,Attchd,130000
7535,5,7,912,1,2,1,Normal,IR1,Attchd,120000
1890,6,5,1218,1,3,1,Normal,Reg,Detchd,113000
9803,7,5,1768,2,3,2,Normal,Reg,Attchd,226700
9170,5,7,1214,1,2,2,Normal,Reg,Detchd,140000
15602,7,8,1801,2,1,2,Normal,IR1,Attchd,289000
2308,6,5,1322,2,3,2,Normal,Reg,Attchd,147000
7596,5,5,1960,2,4,2,Normal,Reg,Detchd,124500
9554,8,5,1911,2,3,2,Normal,IR1,Attchd,215000
7862,6,5,1218,2,2,2,Partial,IR1,Attchd,208300
9600,7,9,1378,2,3,2,Normal,Reg,Detchd,161000
9600,5,6,1041,1,3,1,Normal,Reg,Attchd,124500
14559,5,7,1363,1,2,1,Normal,Reg,CarPort,164900
6792,7,5,1368,2,2,2,Partial,IR1,Attchd,202665
9100,5,5,864,1,3,2,Normal,Reg,Detchd,129900
9187,6,5,1080,1,3,2,Normal,Reg,Attchd,134000
10594,5,5,789,1,2,1,Normal,Reg,Detchd,96500
12220,10,5,2020,2,3,3,Partial,Reg,Attchd,402861
10448,6,6,2119,2,3,2,Abnorml,IR1,Attchd,158000
10208,7,5,2344,2,3,3,Normal,IR1,Attchd,265000
9531,6,5,1796,2,3,2,Normal,IR1,Attchd,211000
10918,7,9,2080,1,3,1,Normal,Reg,Detchd,234000
10800,4,7,1294,2,3,0,Normal,Reg,NA,106250
11988,6,6,1244,1,3,1,Normal,IR1,Attchd,150000
5000,6,7,1664,2,3,2,Normal,Reg,Detchd,159000
40094,10,5,4676,3,3,3,Partial,IR1,BuiltIn,184750
11787,7,5,2398,2,3,3,Normal,IR1,Attchd,315750
7500,7,5,1266,2,3,2,Normal,Reg,Attchd,176000
13300,5,7,928,1,2,1,Normal,Reg,Attchd,132000
14948,9,5,2713,2,3,3,Partial,IR1,Attchd,446261
9098,4,7,605,1,2,0,Normal,IR1,NA,86000
32668,6,3,2515,3,4,2,Alloca,IR1,Attchd,200624
10200,6,5,1509,2,3,2,Abnorml,Reg,Attchd,175000
6155,6,8,1362,2,3,2,Normal,IR1,Detchd,128000
7200,5,7,827,1,2,1,Normal,Reg,Detchd,107500
5000,1,3,334,1,1,0,Normal,Reg,NA,39300
9056,8,5,1414,2,3,2,Normal,IR1,Attchd,178000
7000,5,7,1347,1,3,0,Normal,Reg,NA,107500
8924,7,5,1724,2,3,2,Normal,IR1,Attchd,188000
12735,4,5,864,1,3,2,Normal,IR1,Detchd,111250
11553,5,5,1159,1,3,1,Normal,IR1,Attchd,158000
11423,8,5,1601,2,3,2,Normal,Reg,Attchd,272000
14601,9,5,1838,2,2,3,Normal,Reg,Attchd,315000
11000,8,5,2285,2,4,3,Normal,Reg,BuiltIn,248000
10140,7,5,1680,2,3,2,Normal,Reg,Attchd,213250
4058,7,5,767,1,1,1,Normal,Reg,Attchd,133000
17104,7,5,1496,2,3,2,Partial,IR1,Attchd,179665
13837,7,5,2183,2,4,3,Normal,IR1,Attchd,229000
8737,6,7,1635,1,3,2,Normal,IR1,Detchd,210000
7244,5,7,768,1,2,2,Normal,Reg,Detchd,129500
8235,5,7,825,1,2,2,Normal,IR1,Detchd,125000
9375,7,5,2094,2,4,2,Normal,Reg,BuiltIn,263000
4043,6,6,1069,2,2,2,Abnorml,Reg,Attchd,140000
6000,5,6,928,1,3,1,Normal,Reg,Attchd,112500
11146,8,5,1717,2,3,3,Normal,IR1,Attchd,255500
8777,4,5,1126,2,2,2,Normal,Reg,Detchd,108000
10625,7,5,2046,2,3,3,Normal,Reg,BuiltIn,284000
6380,5,6,1048,1,2,1,Normal,Reg,Detchd,113000
14850,5,5,1092,1,2,1,Normal,IR1,Attchd,141000
11040,4,6,1336,1,3,1,Normal,Reg,CarPort,108000
21872,7,5,1446,2,3,2,Normal,IR2,Attchd,175000
3196,7,5,1557,2,2,2,Normal,Reg,Attchd,234000
11341,5,6,1392,1,3,2,Normal,IR1,Detchd,121500
10010,5,5,1389,1,2,2,Normal,Reg,Attchd,170000
13907,5,6,996,1,3,0,Normal,Reg,NA,108000
21780,6,7,1674,2,4,2,Normal,Reg,Detchd,185000
13346,7,5,2295,2,4,2,Normal,IR1,Attchd,268000
6858,6,4,1647,1,4,1,Normal,Reg,Detchd,128000
11198,9,5,2504,2,4,3,Normal,IR1,BuiltIn,325000
10171,7,5,1535,2,3,2,Normal,IR1,Attchd,214000
12327,8,8,2132,1,1,2,Normal,IR1,BuiltIn,316600
7032,5,5,943,1,2,2,Normal,IR1,Detchd,135960
13101,5,5,1728,2,6,2,Normal,IR1,Detchd,142600
7332,6,6,864,1,2,1,Abnorml,Reg,Attchd,120000
13159,7,5,1692,2,3,2,Partial,IR1,Attchd,224500
9967,7,5,1430,2,3,2,Normal,IR1,BuiltIn,170000
10500,5,7,1109,1,3,1,Normal,Reg,BuiltIn,139000
8480,5,5,1216,1,2,1,Abnorml,Reg,Detchd,118500
6292,7,7,1477,2,3,1,Normal,Reg,Detchd,145000
11777,5,6,1320,1,3,2,Abnorml,IR1,Attchd,164500
3604,7,5,1392,2,2,2,Abnorml,Reg,Detchd,146000
12150,5,5,1795,2,4,1,Normal,Reg,Attchd,131500
14585,6,6,1429,1,3,2,Normal,IR1,Attchd,181900
12704,8,5,2042,2,3,3,Partial,Reg,Attchd,253293
11841,6,5,816,1,3,0,Normal,Reg,NA,118500
13500,10,9,2775,3,3,2,Normal,Reg,Detchd,325000
6120,4,7,1573,1,3,1,Normal,Reg,Detchd,133000
11443,8,5,2028,2,2,3,Partial,Reg,Attchd,369900
10267,6,7,838,1,2,1,Normal,Reg,Detchd,130000
8740,5,6,860,1,2,2,Normal,IR1,Detchd,137000
25095,5,8,1473,1,1,1,Partial,IR1,Attchd,143000
9100,5,6,935,1,2,1,Normal,Reg,Detchd,79500
8320,7,5,1582,2,3,2,Normal,Reg,Attchd,185900
13478,10,5,2296,2,3,3,Normal,IR1,BuiltIn,451950
6600,5,8,816,1,2,2,Normal,Reg,Detchd,138000
4435,6,5,848,1,1,2,Normal,Reg,Attchd,140000
7990,5,6,924,1,3,1,Normal,IR1,Detchd,110000
11302,8,5,1826,2,3,3,Partial,IR1,Attchd,319000
3600,6,7,1368,1,3,1,Normal,Reg,Detchd,114504
3922,7,5,1402,0,2,3,Partial,Reg,Attchd,194201
12984,5,6,1647,2,3,2,Normal,Reg,Attchd,217500
1950,6,6,1556,2,3,2,Normal,Reg,Attchd,151000
10927,8,5,1904,2,3,2,Normal,Reg,BuiltIn,275000
9000,6,6,1375,1,3,1,Normal,Reg,Detchd,141000
10041,8,5,1915,2,3,2,Abnorml,IR1,Attchd,220000
3182,7,5,1200,2,2,2,Normal,Reg,Detchd,151000
12803,7,5,1494,2,3,2,Normal,IR1,Attchd,221000
13600,7,6,1986,2,3,2,Normal,Reg,Attchd,205000
12464,5,5,1040,1,3,2,Normal,IR2,Detchd,152000
7800,5,8,2008,3,3,1,Normal,Reg,Attchd,225000
12168,8,6,3194,2,4,2,Alloca,Reg,Basment,359100
7943,4,5,1029,1,3,1,Normal,Reg,Attchd,118500
11050,9,5,2153,2,3,3,Normal,Reg,Attchd,313000
10395,6,6,1032,2,3,2,Normal,IR1,Attchd,148000
11885,8,5,1872,2,3,2,Normal,Reg,BuiltIn,261500
8402,5,5,1120,1,3,0,Partial,Reg,NA,147000
1491,4,6,630,1,1,0,Normal,Reg,NA,75500
8800,6,7,1054,1,3,2,Abnorml,Reg,Attchd,137500
7861,6,5,1509,2,3,2,Normal,IR1,Attchd,183200
7227,6,6,832,1,2,2,Normal,Reg,Detchd,105500
11694,9,5,1828,2,3,3,Partial,Reg,Attchd,314813
12244,8,5,2262,2,4,3,Normal,Reg,Attchd,305000
8248,3,3,864,1,2,0,Normal,Reg,NA,67000
10800,6,7,2614,2,4,2,Normal,Reg,Attchd,240000
7064,5,6,980,1,3,2,Normal,Reg,Detchd,135000
2117,6,5,1512,2,2,2,Normal,Reg,Detchd,168500
10400,6,5,1790,1,4,2,Normal,Reg,Attchd,165150
10000,6,6,1116,1,3,2,Normal,IR1,Attchd,160000
12342,5,5,1422,1,3,1,Normal,IR1,Attchd,139900
9600,6,6,1520,1,3,1,Normal,Reg,Basment,153000
11606,5,5,2080,1,5,2,Family,IR1,Attchd,135000
9020,6,5,1350,1,3,2,Normal,Reg,Attchd,168500
9000,5,6,1750,1,3,1,Abnorml,Reg,Detchd,124000
4590,8,5,1554,2,2,2,Normal,Reg,Attchd,209500
11900,7,5,1411,2,3,2,Family,Reg,Attchd,82500
9250,5,7,1056,1,3,1,Normal,Reg,Attchd,139400
6979,6,5,1056,0,0,2,Normal,Reg,Detchd,144000
10896,6,7,3395,2,8,0,Abnorml,Reg,NA,200000
6120,2,3,800,1,1,0,Normal,Reg,NA,60000
6000,5,4,1387,2,3,1,Normal,Reg,BuiltIn,93000
8777,5,7,796,1,2,0,Normal,Reg,NA,85000
3982,8,5,1567,2,1,3,Partial,Reg,Attchd,264561
12677,8,5,1518,1,1,2,Normal,IR1,Attchd,274000
7050,7,5,1929,2,3,2,Normal,Reg,Attchd,226000
13860,8,7,2704,2,4,2,Normal,Reg,Attchd,345000
10793,5,5,1620,2,4,2,Normal,Reg,Attchd,152000
9187,9,5,1766,2,2,3,Partial,Reg,Attchd,370878
10530,6,5,981,1,3,2,Normal,IR1,Detchd,143250
7200,5,5,1048,1,3,2,Normal,Reg,Detchd,98300
10452,6,5,1094,1,3,2,Normal,IR1,Attchd,155000
7700,6,5,1839,1,4,2,Normal,Reg,Attchd,155000
1936,4,6,630,1,1,0,Normal,Reg,NA,84500
8125,7,6,1665,2,3,2,Normal,Reg,Attchd,205950
9084,4,5,1510,1,4,1,Normal,Reg,Detchd,108000
8750,7,5,1716,2,2,2,Normal,Reg,Attchd,191000
10320,6,7,1469,1,3,1,Normal,Reg,Detchd,135000
10437,8,6,2113,2,2,3,Normal,IR1,Attchd,350000
1680,6,5,1092,1,3,1,Family,Reg,Detchd,88000
10007,5,7,1053,1,3,1,Normal,IR1,Attchd,145500
7200,7,6,1502,1,3,1,Normal,Reg,Attchd,149000
17503,6,5,1458,1,3,1,Abnorml,Reg,Attchd,97500
9937,5,7,1486,1,3,2,Normal,Reg,Detchd,167000
12384,7,7,1935,2,3,2,Normal,Reg,Attchd,197900
46589,8,7,2448,2,4,3,Normal,IR2,Attchd,402000
13560,6,3,1392,1,2,2,Normal,Reg,Attchd,110000
10012,4,5,1181,2,3,2,Normal,Reg,Detchd,137500
20896,8,5,2097,1,1,3,Partial,IR2,Attchd,423000
11194,8,5,1936,2,3,2,Normal,IR1,Attchd,230500
18450,6,5,2380,2,3,2,Abnorml,IR1,CarPort,129000
8125,6,5,1679,2,3,2,Normal,Reg,Attchd,193500
14175,5,6,1437,1,3,2,Normal,Reg,Detchd,168000
11600,4,5,1180,1,2,1,Normal,Reg,Detchd,137500
8633,6,5,1476,2,3,2,Normal,Reg,Attchd,173500
6629,6,6,1369,2,3,1,Normal,Reg,Detchd,103600
11250,6,6,1208,1,3,2,Normal,IR1,Attchd,165000
14442,6,7,1839,2,3,2,Normal,Reg,Attchd,257500
9200,6,6,1136,1,3,1,Normal,Reg,Attchd,140000
2289,6,6,1441,2,3,2,Normal,Reg,Attchd,148500
9600,4,2,1774,2,4,3,Normal,Reg,2Types,87000
9022,5,8,792,1,2,1,Normal,Reg,Detchd,109500
11844,8,5,2046,2,3,3,Partial,IR1,Attchd,372500
9945,5,5,988,1,3,2,Normal,IR1,Detchd,128500
8012,6,5,923,2,2,1,Normal,Reg,Attchd,143000
4500,5,5,1520,1,3,1,Abnorml,IR2,Detchd,159434
2887,6,5,1291,1,2,2,Normal,Reg,Attchd,173000
11248,9,5,1668,2,3,3,Normal,IR1,Attchd,285000
16770,7,5,1839,2,4,2,Normal,IR2,Attchd,221000
5062,7,5,2090,2,3,2,Normal,IR1,Attchd,207500
10207,7,6,1761,3,3,2,Partial,Reg,Attchd,227875
5105,7,5,1102,2,2,2,Normal,IR2,Detchd,148800
8089,8,6,1419,2,2,2,Partial,Reg,Attchd,392000
7577,6,5,1362,2,2,2,Normal,IR1,Attchd,194700
4426,6,5,848,1,1,2,Normal,Reg,Attchd,141000
21535,10,6,4316,3,4,3,Normal,IR1,Attchd,755000
26178,7,5,2519,2,4,2,Normal,IR1,Attchd,335000
5400,5,6,1073,1,2,1,Abnorml,Reg,Detchd,108480
6120,5,6,1539,1,3,2,Normal,Reg,Detchd,141500
13811,6,6,1137,2,2,2,Normal,IR1,Attchd,176000
6000,5,7,616,1,2,1,Normal,Reg,Detchd,89000
6420,5,7,1148,1,2,1,Normal,IR1,Detchd,123500
8450,5,8,894,1,3,1,Normal,Reg,Detchd,138500
4282,7,5,1391,2,2,2,Normal,IR2,Attchd,196000
14331,8,5,1800,2,3,3,Normal,Reg,Attchd,312500
9600,7,5,1164,1,3,2,Normal,Reg,Attchd,140000
12438,8,5,2576,2,4,3,Partial,IR1,BuiltIn,361919
7630,5,9,1812,2,4,2,Normal,Reg,Detchd,140000
8400,7,5,1484,2,3,2,Normal,Reg,Attchd,213000
5600,4,5,1092,2,3,0,Normal,Reg,NA,55000
115149,7,5,1824,2,2,2,Normal,IR2,Attchd,302000
6240,8,5,1324,2,2,2,Normal,Reg,Attchd,254000
9018,7,5,1456,2,3,2,Partial,IR1,Attchd,179540
7162,5,7,904,1,3,1,Abnorml,IR1,Attchd,109900
4130,3,6,729,1,2,0,Normal,IR1,NA,52000
8712,4,7,1178,1,2,1,Abnorml,Reg,Detchd,102776
4671,8,5,1228,2,2,2,Normal,IR1,Attchd,189000
9873,4,5,960,1,3,2,Normal,Reg,Detchd,129000
13517,6,8,1479,2,3,2,Normal,IR1,Attchd,130500
10140,6,5,1350,2,3,2,Normal,Reg,Attchd,165000
10800,7,8,2554,1,3,2,Normal,Reg,Detchd,159500
10000,5,6,1178,1,3,2,Normal,Reg,Attchd,157000
10542,7,5,2418,2,3,3,Normal,Reg,Attchd,341000
9920,5,6,971,1,3,1,Normal,IR1,Attchd,128500
6563,8,5,1742,2,2,2,Normal,IR1,Attchd,275000
4426,6,5,848,1,1,2,Normal,Reg,Attchd,143000
8120,4,7,864,1,3,2,Normal,Reg,Detchd,124500
8172,4,6,1470,2,4,1,Normal,Reg,Detchd,135000
13286,9,5,1698,2,3,3,Normal,IR1,Attchd,320000
6960,4,6,864,1,3,2,Normal,Reg,Detchd,120500
21695,6,9,1680,2,3,2,Normal,IR1,Attchd,222000
7314,7,5,1232,2,2,2,Normal,Reg,Attchd,194500
11475,5,5,1776,2,4,3,Abnorml,Reg,Detchd,110000
6240,4,5,1208,1,2,2,Normal,Reg,Detchd,103000
5389,8,5,1616,2,2,2,Normal,IR1,Attchd,236500
9590,7,5,1146,2,3,2,Normal,IR1,Attchd,187500
11404,7,5,2031,2,3,2,Normal,IR1,Attchd,222500
10000,5,6,1144,1,3,1,Normal,Reg,Attchd,131400
8978,5,5,948,1,3,1,Family,IR1,Attchd,108000
10800,7,7,1768,1,2,2,Normal,Reg,Detchd,163000
8544,3,4,1040,2,2,2,Normal,Reg,Detchd,93500
10463,8,5,1801,2,3,3,Normal,IR1,Attchd,239900
10800,5,5,1200,3,3,0,Alloca,Reg,NA,179000
9313,7,5,1728,2,3,2,Normal,IR1,Attchd,190000
9600,5,7,1432,2,2,2,Abnorml,Reg,Detchd,132000
6768,6,8,912,1,3,1,Normal,IR1,Detchd,142000
8450,7,5,1349,2,3,2,Normal,Reg,Attchd,179000
12886,5,6,1464,2,3,2,Normal,IR1,Attchd,175000
5395,8,5,1337,2,2,2,Normal,IR1,Attchd,180000
8963,8,9,2715,3,4,2,Normal,IR1,BuiltIn,299800
8795,7,5,2256,2,4,2,Normal,IR1,BuiltIn,236000
11700,7,7,2640,1,4,4,Normal,IR1,Detchd,265979
10593,7,5,1720,2,3,2,Normal,IR1,Attchd,260400
8405,4,3,1529,2,4,1,Normal,Reg,Detchd,98000
8800,4,7,1140,1,3,0,Normal,Reg,NA,96500
7750,7,5,1320,2,3,2,Normal,Reg,Attchd,162000
9236,6,5,1494,2,3,2,Normal,IR1,Attchd,217000
10240,8,5,2098,2,3,3,Normal,Reg,Attchd,275500
7930,6,8,1026,1,3,2,Normal,Reg,Detchd,156000
3230,6,5,1471,2,3,2,Normal,Reg,Detchd,172500
10769,8,5,1768,2,3,2,Normal,IR1,Attchd,212000
11616,6,5,1386,2,3,2,Abnorml,IR1,Attchd,158900
2280,7,5,1501,2,3,2,Normal,Reg,Detchd,179400
12257,8,5,2531,2,4,3,Normal,IR1,Attchd,290000
9100,6,6,864,1,2,1,Normal,Reg,Detchd,127500
6911,5,5,1301,1,2,2,Normal,Reg,Detchd,100000
8640,7,5,1547,2,3,2,Normal,Reg,Attchd,215200
9430,8,5,2365,2,3,3,Normal,Reg,Attchd,337000
9549,8,5,1494,1,2,2,Normal,IR1,Attchd,270000
14587,9,5,1506,2,2,2,Partial,IR1,Attchd,264132
10421,7,5,1714,2,3,2,Normal,Reg,Attchd,196500
12508,6,7,1750,2,4,1,Normal,IR1,Attchd,160000
9100,7,5,1836,2,3,2,Normal,Reg,Attchd,216837
53504,8,5,3279,3,4,3,Normal,IR2,BuiltIn,538000
7252,5,5,858,1,2,2,Normal,IR1,Detchd,134900
8877,4,5,1220,1,2,2,Normal,Reg,Detchd,102000
7819,6,5,1117,1,3,2,Abnorml,Reg,Detchd,107000
10150,5,5,912,1,2,1,Normal,Reg,Attchd,114500
14226,8,5,1973,2,3,3,Partial,Reg,Attchd,395000
4500,6,5,1204,2,2,2,Normal,Reg,Attchd,162000
11210,7,5,1614,2,3,3,Partial,IR1,Attchd,221500
13350,5,5,894,1,3,2,Normal,IR1,Attchd,142500
8400,5,5,2020,2,4,2,Normal,Reg,Detchd,144000
10530,6,5,1004,1,2,2,Normal,Reg,Attchd,135000
7875,7,5,1253,2,3,2,Normal,Reg,Attchd,176000
7153,6,5,1603,2,3,2,Normal,Reg,Attchd,175900
16285,7,5,1430,2,3,2,Normal,IR2,Attchd,187100
9101,5,6,1110,1,1,2,Normal,IR1,Attchd,165500
6300,6,6,1484,2,3,0,Normal,Reg,NA,128000
9790,6,5,1342,2,3,2,Normal,Reg,Attchd,161500
10800,5,6,1652,2,4,1,Normal,Reg,Detchd,139000
10142,7,5,2084,2,4,2,Normal,IR1,BuiltIn,233000
6000,4,7,901,1,2,1,Normal,Reg,Detchd,107900
12205,6,8,2087,2,5,2,Normal,IR1,Attchd,187500
3182,7,5,1145,2,2,2,Normal,Reg,Attchd,160200
11333,6,5,1062,1,3,2,Normal,IR1,Attchd,146800
9920,7,5,2013,2,3,2,Normal,IR1,Attchd,269790
9158,8,5,1496,2,3,2,Partial,Reg,Attchd,225000
10832,7,5,1895,2,3,2,Normal,IR1,Attchd,194500
8400,6,6,1564,2,3,2,Normal,Reg,Attchd,171000
8197,6,5,1285,1,3,2,Normal,Reg,Attchd,143500
7677,5,5,773,1,2,1,Abnorml,Reg,Attchd,110000
13518,9,5,3140,3,4,3,Partial,Reg,BuiltIn,485000
7200,5,7,1768,1,3,1,Normal,Reg,Detchd,175000
12798,6,5,1688,2,4,2,Normal,IR1,Attchd,200000
4800,4,7,1196,1,2,2,Normal,Reg,Detchd,109900
8199,7,5,1456,2,3,2,Normal,Reg,Attchd,189000
13891,9,5,2822,3,4,3,Partial,Reg,BuiltIn,582933
9000,5,5,1128,1,2,1,Family,Reg,Attchd,118000
12274,7,5,1428,2,3,2,Partial,IR1,Attchd,227680
9750,5,5,980,2,3,1,Normal,Reg,Attchd,135500
21384,5,6,1576,1,3,2,Normal,Reg,Attchd,223500
13400,5,5,1086,1,3,2,Normal,Reg,Attchd,159950
8100,5,5,2138,2,2,2,Normal,Reg,Detchd,106000
10140,6,6,1309,1,3,2,Normal,Reg,Attchd,181000
4438,6,5,848,1,1,2,Normal,Reg,Attchd,144500
8712,5,5,1044,1,2,2,Alloca,Reg,Basment,55993
9750,6,6,1442,1,4,1,Normal,Reg,Attchd,157900
8248,5,7,1250,1,3,1,Normal,Reg,Detchd,116000
12137,7,5,1661,2,3,2,Normal,IR2,Attchd,224900
11425,5,6,1008,1,2,1,Normal,IR1,Attchd,137000
13265,8,5,1689,2,3,3,Normal,IR1,Attchd,271000
8816,6,7,1052,1,3,2,Normal,Reg,Attchd,155000
6371,7,5,1358,2,2,2,Partial,IR1,Attchd,224000
7226,7,5,1640,2,3,2,Normal,IR1,Attchd,183000
6000,4,4,936,1,2,2,Normal,Reg,Detchd,93000
12394,7,5,1733,2,3,2,Family,IR1,BuiltIn,225000
9900,6,7,1489,2,3,1,Normal,Reg,Detchd,139500
11216,8,5,1489,2,3,2,Partial,Reg,Attchd,232600
14803,10,5,2084,2,2,3,Partial,Reg,Attchd,385000
6130,5,6,784,1,2,0,Normal,Reg,NA,109500
8529,7,5,1434,2,3,2,Normal,IR1,Attchd,189000
28698,5,5,2126,2,3,2,Abnorml,IR2,Attchd,185000
2544,7,5,1223,2,2,2,Normal,Reg,Detchd,147400
11900,6,5,1392,1,3,2,Normal,IR1,Attchd,166000
3180,7,5,1200,2,2,2,Normal,Reg,Detchd,151000
9548,7,6,1829,2,3,2,Normal,IR1,Attchd,237000
10004,6,6,1516,1,3,2,Normal,Reg,Attchd,167000
7875,5,6,1144,1,3,2,Normal,Reg,Attchd,139950
9600,4,7,1067,2,2,2,Normal,Reg,Attchd,128000
8100,5,6,1559,1,2,2,Normal,Reg,Detchd,153500
1680,6,5,987,1,2,1,Normal,Reg,Detchd,100000
9525,5,6,1099,1,3,1,Normal,Reg,Attchd,144000
11767,5,6,1200,1,3,1,Normal,Reg,Detchd,130500
12155,6,8,1482,2,4,1,Normal,IR1,Detchd,140000
10440,5,8,1539,2,3,2,Normal,Reg,Detchd,157500
9020,6,7,1165,1,3,2,Normal,Reg,Attchd,174900
8000,5,4,1800,2,6,0,Normal,Reg,NA,141000
12665,5,8,1416,1,4,3,Normal,IR1,Detchd,153900
16647,5,5,1701,2,3,2,Normal,IR1,Basment,171000
9317,7,5,1775,2,3,2,Normal,Reg,Attchd,213000
15523,5,6,864,1,3,1,Normal,IR1,Attchd,133500
45600,6,8,2358,3,5,2,Normal,IR2,Detchd,240000
9600,6,7,1855,2,3,2,Normal,Reg,Attchd,187000
4435,6,5,848,1,1,2,Normal,Reg,Attchd,131500
3196,8,5,1456,2,2,2,Normal,Reg,Attchd,215000
7128,7,5,1646,2,4,1,Normal,Reg,Detchd,164000
12095,6,6,1445,1,3,2,Normal,IR1,Attchd,158000
17920,5,4,1779,1,3,2,Abnorml,Reg,Attchd,170000
6897,5,8,1040,1,3,1,Normal,IR1,Detchd,127000
10970,6,6,1026,1,3,2,Normal,IR1,Detchd,147000
8125,6,5,1481,2,3,2,Normal,Reg,Attchd,174000
10400,7,5,1370,2,3,2,Family,Reg,Attchd,152000
11029,6,7,2654,2,4,2,Normal,IR1,Attchd,250000
7642,7,8,1426,1,3,1,Normal,Reg,Detchd,189950
11625,5,4,1039,1,3,2,Normal,Reg,Attchd,131500
9672,6,5,1097,2,3,2,Normal,Reg,Attchd,152000
7931,5,5,1148,1,3,1,Normal,Reg,Attchd,132500
8640,7,5,1372,2,3,2,Partial,Reg,Attchd,250580
8750,5,6,1002,1,3,2,Normal,IR1,Detchd,148500
10656,8,5,1646,2,3,3,Partial,IR1,Attchd,248900
6970,4,5,1120,1,3,2,Normal,Reg,Attchd,129000
14762,5,6,2320,2,2,2,Normal,IR2,Attchd,169000
